,date,fighter_fighter,opponent,result,method,form_skore_fighter,form_skore_opponent,ground_def_skill_fighter,ground_att_skill_fighter,stand_def_skill_fighter,stand_att_skill_fighter,stamina_fighter,ground_def_skill_opponent,ground_att_skill_opponent,stand_def_skill_opponent,stand_att_skill_opponent,stamina_opponent
6246,2018-02-18,Diego Ferreira,Jared Gordon,1,KO/TKO,0.5,0.30000000000000004,1.3997259184152602,0.545282918054393,1.0017827784232682,0.8225180856514581,0.48,0.9748596792598984,0.5404109949480773,0.5928304596841106,0.7075480276093101,0.6285714285714286
6247,2018-12-15,Joaquim Silva,Jared Gordon,1,KO/TKO,0.8,0.4,1.1424594568218467,0.15356949493386962,0.8325018137735852,0.9056251484130422,0.44999999999999996,0.9748596792598984,0.5404109949480773,0.5928304596841106,0.7075480276093101,0.6285714285714286
6248,2020-07-15,Chris Fishgold,Jared Gordon,0,U-DEC,-0.20000000000000004,-0.10000000000000009,0.3560777350491032,0.8597694840834248,1.1371617181504006,0.25085267805374284,0.1,0.9748596792598984,0.5404109949480773,0.5928304596841106,0.7075480276093101,0.6285714285714286
6249,2022-04-30,Grant Dawson,Jared Gordon,1,SUB,1.3,0.7000000000000001,1.026419535463904,3.432697656054057,0.41571364127228433,0.7957038368360374,0.6499999999999999,0.9748596792598984,0.5404109949480773,0.5928304596841106,0.7075480276093101,0.6285714285714286
6250,2021-10-02,Joe Solecki,Jared Gordon,0,S-DEC,0.6000000000000001,-0.09999999999999998,1.0978297348696722,1.7712462361993977,0.5413893079422899,0.5112906599501501,0.44999999999999996,0.9748596792598984,0.5404109949480773,0.5928304596841106,0.7075480276093101,0.6285714285714286
6251,2021-02-20,Danny Chavez,Jared Gordon,0,U-DEC,0.1,-0.7,1.3482856429284997,0.5905457340507302,0.9913129430987351,0.27741675126701476,0.19999999999999998,0.9748596792598984,0.5404109949480773,0.5928304596841106,0.7075480276093101,0.6285714285714286
6252,2021-05-15,Charles Oliveira,Michael Chandler,1,KO/TKO,1.5,0.1,0.967647721296491,2.088013509423212,1.081448370146708,0.583230709389401,0.6000000000000001,1.4518063675648192,0.3829825834542815,0.7554688498399907,1.4401458134006064,0.1
6253,2022-05-07,Tony Ferguson,Michael Chandler,0,KO/TKO,0.29999999999999993,0.0,1.1843439691304156,0.8433717767665672,1.7369073489697038,0.8660217187090421,1.0095238095238095,1.4518063675648192,0.3829825834542815,0.7554688498399907,1.4401458134006064,0.1
6254,2021-01-23,Dan Hooker,Michael Chandler,0,KO/TKO,0.30000000000000004,0.0,1.4775880942919961,0.4005164998135797,1.1008179155851152,1.04806459357469,0.9571428571428571,1.4518063675648192,0.3829825834542815,0.7554688498399907,1.4401458134006064,0.1
6255,2021-11-06,Justin Gaethje,Michael Chandler,1,U-DEC,1.3,0.1,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9,1.4518063675648192,0.3829825834542815,0.7554688498399907,1.4401458134006064,0.1
6256,2022-05-07,Charles Oliveira,Justin Gaethje,1,SUB,1.5,1.1,0.967647721296491,2.088013509423212,1.081448370146708,0.583230709389401,0.6000000000000001,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6257,2019-03-30,Edson Barboza,Justin Gaethje,0,KO/TKO,0.5,0.0,1.086857146623854,0.15980760847573933,1.4704520133556336,0.9313535113453568,0.5333333333333333,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6258,2017-07-07,Michael Johnson,Justin Gaethje,0,KO/TKO,-0.10000000000000009,0.0,1.125178024747552,0.3304981035602775,1.6107540326063683,0.7216037089616943,0.36250000000000004,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6259,2018-04-14,Dustin Poirier,Justin Gaethje,1,KO/TKO,0.30000000000000004,0.1,1.0313697368693935,0.6584766041586502,1.0727483081563731,1.177444900103405,1.31,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6260,2019-09-14,Donald Cerrone,Justin Gaethje,0,KO/TKO,0.30000000000000004,0.09999999999999998,1.6798135494573714,0.6845184430212649,0.9420078706817232,0.914811909227501,1.0192307692307692,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6261,2020-05-09,Tony Ferguson,Justin Gaethje,0,KO/TKO,1.5,-0.29999999999999993,1.1843439691304156,0.8433717767665672,1.7369073489697038,0.8660217187090421,1.0095238095238095,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6262,2020-10-24,Khabib Nurmagomedov,Justin Gaethje,1,SUB,1.5,0.5,1.658918546493825,2.8406233715652336,0.8321414081408903,0.5643017829630009,1.8,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6263,2018-08-25,James Vick,Justin Gaethje,0,KO/TKO,0.5,0.0,1.2830060980031817,0.5380774032459426,1.3191578606114653,0.6025824833332474,0.7,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6264,2017-12-02,Eddie Alvarez,Justin Gaethje,1,KO/TKO,0.9,0.1,1.7671481508283813,0.2765248945460188,0.7910526689679189,0.8694388429310272,0.44999999999999996,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6265,2021-11-06,Michael Chandler,Justin Gaethje,0,U-DEC,0.1,1.3,1.4518063675648192,0.3829825834542815,0.7554688498399907,1.4401458134006064,0.1,1.1019064124783366,0.002355926060166727,1.157254357562291,1.4659183302924534,0.9
6266,2013-09-04,Rafael Natal,Tor Troeng,1,U-DEC,0.9,0.1,1.2463442987593694,0.5197195393199341,0.8970461827351083,0.468003511619153,0.41538461538461535,1.1809136919321892,1.2031104199066873,0.8958226659296925,0.3025343385774051,0.0
6267,2014-07-19,Trevor Smith,Tor Troeng,1,U-DEC,-0.20000000000000004,0.1,1.3792045244690674,0.36748867021429316,0.5729691909635539,0.39600631043320317,0.3,1.1809136919321892,1.2031104199066873,0.8958226659296925,0.3025343385774051,0.0
6268,2014-10-04,Krzysztof Jotko,Tor Troeng,1,U-DEC,0.1,0.0,1.3189219488909,0.4857277104266783,1.1786235613444702,0.47747115167278154,0.46153846153846156,1.1809136919321892,1.2031104199066873,0.8958226659296925,0.3025343385774051,0.0
6269,2016-01-30,Rafael Natal,Kevin Casey,1,KO/TKO,-0.29999999999999993,-0.6000000000000001,1.2463442987593694,0.5197195393199341,0.8970461827351083,0.468003511619153,0.41538461538461535,1.348725379922593,0.15906439145336537,0.502724622767876,0.31846039859417663,0.19999999999999998
6270,2015-07-15,Ildemar Alcantara,Kevin Casey,0,U-DEC,0.30000000000000004,-0.30000000000000004,0.9953884731909487,0.9905182015358459,1.0551892129376048,0.26716819352714893,0.5,1.348725379922593,0.15906439145336537,0.502724622767876,0.31846039859417663,0.19999999999999998
6271,2013-04-13,Josh Samman,Kevin Casey,1,KO/TKO,0.0,0.0,0.33085779160161943,0.8588774341351663,0.8349690970741487,1.1601842224769445,0.13333333333333333,1.348725379922593,0.15906439145336537,0.502724622767876,0.31846039859417663,0.19999999999999998
6272,2015-12-10,Antonio Carlos Junior,Kevin Casey,0,DRAW,0.20000000000000004,-0.4,1.192401107740945,2.372027650207936,0.9425012589722729,0.3381578754678583,0.4666666666666667,1.348725379922593,0.15906439145336537,0.502724622767876,0.31846039859417663,0.19999999999999998
6273,2016-08-27,Sam Alvey,Kevin Casey,1,KO/TKO,0.5,-0.7000000000000001,1.3714831352658006,0.14062767274081078,1.1618572950938617,0.7677094610322928,0.25,1.348725379922593,0.15906439145336537,0.502724622767876,0.31846039859417663,0.19999999999999998
6274,2018-12-01,Mark Hunt,Justin Willis,0,U-DEC,-0.9,0.6000000000000001,1.1344960267065871,0.21316281779985893,1.2596249641240267,1.0756001402349171,0.638095238095238,1.4757236634934479,0.28727353727353727,1.4867290376892908,0.7653797408063324,0.44999999999999996
6275,2019-03-23,Curtis Blaydes,Justin Willis,1,U-DEC,1.3,1.0,1.6123124427075795,1.0791140632556564,0.6165102567439352,1.2103011896698956,1.725,1.4757236634934479,0.28727353727353727,1.4867290376892908,0.7653797408063324,0.44999999999999996
6276,2018-04-21,Chase Sherman,Justin Willis,0,U-DEC,-0.5,0.30000000000000004,0.9172952814729131,0.0029559562518474726,1.108952785593865,0.7126780019416628,0.23333333333333334,1.4757236634934479,0.28727353727353727,1.4867290376892908,0.7653797408063324,0.44999999999999996
6277,2013-08-31,Pascal Krauss,Hyun Gyu Lim,0,KO/TKO,0.20000000000000004,0.1,0.7146479626568123,0.563187893081761,0.7885757700579117,0.45532569466046485,0.39999999999999997,1.0562195093410378,0.1508314436885866,1.2263540094802676,1.1670565361445722,0.1
6278,2013-03-02,Marcelo Guimaraes,Hyun Gyu Lim,0,KO/TKO,0.1,0.0,1.4900332225913622,0.2676478873239436,0.3394451387687663,0.46747326958069435,0.6,1.0562195093410378,0.1508314436885866,1.2263540094802676,1.1670565361445722,0.1
6279,2015-05-16,Neil Magny,Hyun Gyu Lim,1,KO/TKO,1.5,0.6000000000000001,0.653967975682196,0.5927068791797113,1.2263644249575918,0.73218443976021,0.9958333333333333,1.0562195093410378,0.1508314436885866,1.2263540094802676,1.1670565361445722,0.1
6280,2014-01-04,Tarec Saffiedine,Hyun Gyu Lim,1,U-DEC,0.0,0.30000000000000004,1.2146308454273211,0.3224331224331224,1.0571683394531297,0.3511649606851301,1.12,1.0562195093410378,0.1508314436885866,1.2263540094802676,1.1670565361445722,0.1
